 Catch_2004_1 Catch_2005_1 Catch_2006_1 Catch_2007_1  Catch_2004_2 Catch_2005_2 Catch_2006_2 Catch_2007_2  Catch_2004_3 Catch_2005_3 Catch_2006_3 Catch_2007_3  Catch_2004_4 Catch_2005_4 Catch_2006_4 Catch_2007_4  Catch_2004_5 Catch_2005_5 Catch_2006_5 Catch_2007_5  Catch_2004_6 Catch_2005_6 Catch_2006_6 Catch_2007_6  Catch_2004_7 Catch_2005_7 Catch_2006_7 Catch_2007_7  Catch_2004_8 Catch_2005_8 Catch_2006_8 Catch_2007_8  Catch_2004_9 Catch_2005_9 Catch_2006_9 Catch_2007_9  Catch_2004_10 Catch_2005_10 Catch_2006_10 Catch_2007_10  Catch_2004_11 Catch_2005_11 Catch_2006_11 Catch_2007_11  Catch_2004_12 Catch_2005_12 Catch_2006_12 Catch_2007_12  
 0 0 0 0  36212.8 41250.6 45193.8 0  72425.7 78642.5 82525.9 0  108639 112176 112592 0  144851 141850 135986 0  181064 167666 153304 0  217277 189623 165142 0  253490 207722 172095 0  289703 221962 174757 0  325916 232343 173725 0  362128 238866 169593 0  398341 241529 162957 0 
 0 0 0 0  32673.2 38491.8 42378.4 0  65346.4 73476.6 77420.7 0  98019.5 104954 105674 0  130693 132925 127685 0  163366 157388 144001 0  196039 178344 155170 0  228712 195793 161738 0  261385 209735 164253 0  294059 220170 163261 0  326732 227098 159310 0  359405 230518 152946 0 
 0 0 0 0  35380.2 42644.8 48359.3 0  70760.3 81505.5 88649.6 0  106141 116582 121462 0  141521 147874 147388 0  176901 175382 167019 0  212281 199106 180945 0  247661 219046 189759 0  283041 235201 194051 0  318422 247572 194413 0  353802 256159 191436 0  389182 260962 185711 0 
 0 0 0 0  39305.9 48625.6 52353.9 0  78611.8 92989.9 95469.1 0  117918 133093 130019 0  157224 168935 156678 0  196529 200516 176119 0  235835 227835 189015 0  275141 250894 196041 0  314447 269691 197870 0  353753 284227 195175 0  393059 294502 188630 0  432365 300515 178909 0 
 0 0 0 0  45309.4 53659.4 62185.8 0  90618.7 102438 114135 0  135928 146337 156611 0  181237 185355 190376 0  226547 219493 216193 0  271856 248750 234825 0  317166 273127 247035 0  362475 292623 253586 0  407784 307239 255241 0  453094 316975 252762 0  498403 321830 246913 0 
 0 0 0 0  40991 57887 76563.9 0  81982.1 111272 142596 0  122973 160154 198814 0  163964 204534 245937 0  204955 244411 284684 0  245946 279787 315774 0  286937 310659 339925 0  327928 337030 357856 0  368919 358898 370286 0  409910 376264 377934 0  450901 389127 381517 0 
 0 0 0 0  47770.2 59849.6 71165.7 0  95540.4 114545 131245 0  143311 164086 181046 0  191081 208472 221375 0  238851 247704 253039 0  286621 281781 276845 0  334391 310704 293600 0  382162 334472 304111 0  429932 353086 309185 0  477702 366546 309629 0  525472 374851 306249 0 
 0 0 0 0  54439.1 71654.3 88527.7 0  108878 137377 163764 0  163317 197167 226654 0  217756 251026 278141 0  272196 298953 319170 0  326635 340948 350684 0  381074 377011 373629 0  435513 407142 388947 0  489952 431342 397584 0  544391 449609 400484 0  598830 461945 398590 0 
 0 0 0 0  38862.1 49114.6 61491.1 0  77724.1 94041.2 113850 0  116586 134780 157736 0  155448 171330 193809 0  194310 203692 222727 0  233172 231866 245150 0  272034 255852 261737 0  310897 275650 273146 0  349759 291260 280038 0  388621 302682 283072 0  427483 309916 282906 0 
 0 0 0 0  30346 40862.5 54211 0  60692.1 78450.7 101051 0  91038.1 112764 141036 0  121384 143804 174683 0  151730 171569 202507 0  182076 196060 225026 0  212422 217276 242755 0  242768 235218 256210 0  273114 249885 265909 0  303460 261279 272366 0  333806 269398 276099 0 
 0 0 0 0  28567.9 39648.8 51514.3 0  57135.8 76169.9 95825.9 0  85703.8 109563 133434 0  114272 139829 164837 0  142840 166967 190533 0  171408 190977 211023 0  199975 211860 226803 0  228543 229614 238375 0  257111 244241 246235 0  285679 255741 250884 0  314247 264112 252819 0 
 0 0 0 0  30849.8 42272.2 53344.6 0  61699.6 81182.3 99008.2 0  92549.4 116730 137525 0  123399 148916 169428 0  154249 177739 195251 0  185099 203200 215530 0  215948 225299 230796 0  246798 244036 241585 0  277648 259410 248430 0  308498 271423 251866 0  339348 280073 252425 0 
 0 0 0 0  28207.3 39462.8 50290.2 0  56414.7 75879.6 93557.7 0  84622 109251 130283 0  112829 139576 160947 0  141037 166855 186030 0  169244 191088 206014 0  197451 212275 221377 0  225659 230417 232602 0  253866 245512 240168 0  282073 257562 244557 0  310281 266565 246249 0 
 0 0 0 0  36557.2 48210.6 61267.6 0  73114.5 92476.9 113827 0  109672 132799 158295 0  146229 169176 195290 0  182786 201609 225429 0  219343 230098 249328 0  255901 254642 267607 0  292458 275242 280881 0  329015 291897 289768 0  365572 304608 294886 0  402130 313375 296853 0 
 0 0 0 0  38578.4 48787.9 60797.8 0  77156.9 93417.2 112614 0  115735 133888 156098 0  154314 170200 191901 0  192892 202354 220673 0  231471 230348 243064 0  270049 254185 259724 0  308627 273862 271303 0  347206 289382 278452 0  385784 300742 281820 0  424363 307944 282059 0 
 0 0 0 0  34006.4 43664.3 52882.9 0  68012.9 83670.9 97792 0  102019 120020 135299 0  136026 152711 165974 0  170032 181745 190389 0  204039 207121 209116 0  238045 228840 222725 0  272051 246901 231788 0  306058 261304 236876 0  340064 272050 238560 0  374071 279138 237412 0 
 0 0 0 0  32065.7 42627.2 47453.6 0  64131.4 81750.7 87052.4 0  96197 117371 119351 0  128263 149487 144903 0  160328 178099 164263 0  192394 203208 177986 0  224460 224814 186626 0  256525 242915 190737 0  288591 257513 190873 0  320657 268608 187590 0  352722 276198 181440 0 
 0 0 0 0  34529.9 46986.7 56086.7 0  69059.8 90201.4 103596 0  103590 129644 143128 0  138120 165314 175280 0  172649 197212 200651 0  207179 225339 219839 0  241709 249692 233443 0  276239 270274 242063 0  310769 287084 246295 0  345299 300122 246739 0  379829 309387 243994 0 
 0 0 0 0  37623.6 50065.5 62531 0  75247.3 96009.4 115890 0  112871 137832 160731 0  150495 175533 197705 0  188118 209112 227466 0  225742 238569 250666 0  263366 263906 267959 0  300989 285120 279996 0  338613 302213 287431 0  376236 315185 290916 0  413860 324035 291105 0 
 0 0 0 0  46171.1 60732.6 72488.9 0  92342.2 116468 133910 0  138513 167206 185046 0  184684 212947 226679 0  230855 253691 259593 0  277026 289437 284570 0  323198 320186 302392 0  369369 345938 313843 0  415540 366692 319705 0  461711 382450 320761 0  507882 393210 317794 0 
 0 0 0 0  49292.3 64117.9 72427 0  98584.6 122901 132988 0  147877 176350 182524 0  197169 224465 221876 0  246462 267245 251885 0  295754 304691 273390 0  345046 336802 287235 0  394339 363579 294258 0  443631 385021 295301 0  492923 401129 291206 0  542215 411902 282811 0 
 0 0 0 0  53449 67169.8 76672.7 0  106898 128523 140717 0  160347 184059 193054 0  213796 233779 234601 0  267245 277682 266280 0  320694 315768 289008 0  374143 348038 303707 0  427592 374491 311295 0  481041 395128 312692 0  534490 409947 308818 0  587939 418950 300591 0 
 0 0 0 0  45897.8 63032.8 76528.2 0  91795.6 121097 141569 0  137693 174194 195911 0  183591 222322 240343 0  229489 265483 275654 0  275387 303675 302632 0  321285 336899 322065 0  367182 365155 334743 0  413080 388442 341454 0  458978 406762 342986 0  504876 420113 340128 0 
 0 0 0 0  53766.6 71333.5 81653.1 0  107533 136861 150199 0  161300 196581 206554 0  215066 250496 251634 0  268833 298604 286355 0  322599 340905 311634 0  376366 377401 328386 0  430133 408090 337529 0  483899 432972 339976 0  537666 452049 336646 0  591432 465319 328454 0 
 0 0 0 0  49968 66216.6 76666.6 0  99936.1 127030 141225 0  149904 182440 194526 0  199872 232448 237419 0  249840 277052 270754 0  299808 316252 295380 0  349776 350050 312147 0  399744 378445 321906 0  449712 401436 325506 0  499680 419025 323797 0  549648 431210 317629 0 
 0 0 0 0  38273.9 54848.8 73271.5 0  76547.8 105553 136881 0  114822 152113 191483 0  153096 194529 237730 0  191369 232800 276278 0  229643 266928 307779 0  267917 296910 332888 0  306191 322749 352259 0  344465 344443 366546 0  382739 361992 376402 0  421013 375398 382482 0 
 0 0 0 0  38172.5 52528.9 69146.6 0  76344.9 100953 128959 0  114517 145271 180079 0  152690 185484 223148 0  190862 221591 258810 0  229035 253593 287706 0  267207 281490 310478 0  305380 305281 327769 0  343552 324967 340220 0  381725 340548 348474 0  419897 352023 353174 0 
 0 0 0 0  32913.4 44432.9 53115.3 0  65826.7 85315.4 98174.3 0  98740.1 122648 135735 0  131653 156429 166354 0  164567 186661 190591 0  197480 213342 209003 0  230394 236472 222148 0  263307 256053 230584 0  296220 272083 234869 0  329134 284562 235560 0  362047 293491 233216 0 
 0 0 0 0  38688.8 51504.1 62370.9 0  77377.5 98808.4 115338 0  116066 141913 159562 0  154755 180817 195707 0  193444 215521 224433 0  232133 246026 246404 0  270821 272331 262280 0  309510 294435 272725 0  348199 312340 278400 0  386888 326045 279967 0  425576 335550 278088 0 
 0 0 0 0  31416.4 43156 57492.7 0  62832.9 82862.2 107158 0  94249.3 119119 149545 0  125666 151925 185202 0  157082 181283 214678 0  188499 207190 238521 0  219915 229647 257280 0  251331 248655 271503 0  282748 264213 281740 0  314164 276322 288538 0  345581 284980 292446 0 
 0 0 0 0  23153.8 32526.9 41148.8 0  46307.6 62557.1 76473.8 0  69461.4 90090.7 106368 0  92615.2 115128 131225 0  115769 137668 151438 0  138923 157712 167399 0  162077 175259 179502 0  185230 190309 188140 0  208384 202863 193707 0  231538 212921 196595 0  254692 220481 197197 0 
 0 0 0 0  28152.7 38294.8 45198.2 0  56305.4 73582.6 83524.5 0  84458 105863 115448 0  112611 135137 141438 0  140763 161404 161964 0  168916 184663 177495 0  197069 204916 188500 0  225221 222162 195448 0  253374 236400 198809 0  281527 247632 199052 0  309679 255856 196646 0 
 0 0 0 0  28810.2 38432.9 44161.7 0  57620.3 73745.4 81303.2 0  86430.5 105938 111915 0  115241 135010 136490 0  144051 160961 155516 0  172861 183793 169487 0  201671 203504 178893 0  230481 220095 184224 0  259291 233566 185972 0  288102 243916 184628 0  316912 251146 180682 0 
 0 0 0 0  28992.2 38221 44622 0  57984.5 73324.1 82191.7 0  86976.7 105309 113201 0  115969 134177 138142 0  144961 159926 157508 0  173953 182558 171789 0  202946 202071 181479 0  231938 218467 187070 0  260930 231745 189053 0  289922 241905 187922 0  318915 248947 184167 0 
 0 0 0 0  45029.4 58547.9 68484.8 0  90058.8 112149 125965 0  135088 160804 173231 0  180118 204513 211073 0  225147 243275 240281 0  270176 277090 261646 0  315206 305959 275957 0  360235 329882 284006 0  405265 348858 286581 0  450294 362888 284474 0  495324 371971 278475 0 
 0 0 0 0  37946.2 48238.8 58603.6 0  75892.5 92375.9 108272 0  113839 132411 149650 0  151785 168345 183384 0  189731 200177 210121 0  227677 227907 230506 0  265624 251535 245186 0  303570 271062 254807 0  341516 286487 260014 0  379462 297810 261453 0  417409 305032 259772 0 
 0 0 0 0  35308.4 50210.7 64812.2 0  70616.8 96570.3 120598 0  105925 139079 167971 0  141234 177737 207546 0  176542 212543 239937 0  211850 243499 265758 0  247159 270603 285624 0  282467 293857 300149 0  317776 313259 309947 0  353084 328811 315632 0  388392 340511 317820 0 
 0 0 0 0  40572.3 58482.5 75873.4 0  81144.6 112541 141274 0  121717 162175 196907 0  162289 207384 243480 0  202862 248169 281698 0  243434 284530 312267 0  284006 316467 335894 0  324578 343979 353285 0  365151 367067 365146 0  405723 385731 372183 0  446295 399970 375101 0 
 0 0 0 0  40693.6 57572.1 78965.6 0  81387.2 110769 147838 0  122081 159591 207303 0  162774 204037 258050 0  203468 244109 300764 0  244162 279805 336134 0  284855 311126 364846 0  325549 338072 387587 0  366242 360643 405044 0  406936 378838 417906 0  447629 392659 426858 0 
 0 0 0 0  41128.1 54204.8 66886.3 0  82256.2 103973 123930 0  123384 149305 171825 0  164512 190200 211266 0  205640 226659 242945 0  246769 258682 267558 0  287897 286268 285797 0  329025 309418 298356 0  370153 328131 305930 0  411281 342408 309213 0  452409 352249 308897 0 
 0 0 0 0  40623.9 55609.5 75740 0  81247.8 106835 141592 0  121872 153677 198243 0  162496 196134 246380 0  203120 234208 286691 0  243744 267897 319863 0  284367 297203 346583 0  324991 322125 367539 0  365615 342662 383418 0  406239 358816 394907 0  446863 370586 402694 0 
 0 0 0 0  43285.7 56027 69681.9 0  86571.4 107406 129138 0  129857 154138 179094 0  173143 196221 220279 0  216429 233657 253418 0  259714 266445 279238 0  303000 294585 298466 0  346286 318078 311830 0  389571 336922 320056 0  432857 351119 323871 0  476143 360668 324001 0 
 0 0 0 0  48625.4 69075.6 93536.3 0  97250.7 132812 174663 0  145876 191210 244231 0  194501 244268 303092 0  243127 291988 352098 0  291752 334369 392100 0  340378 371410 423950 0  389003 403113 448500 0  437628 429476 466600 0  486254 450501 479103 0  534879 466186 486861 0 
 0 0 0 0  47167.2 62194.8 74592.3 0  94334.5 119258 137671 0  141502 171188 190053 0  188669 217987 232552 0  235836 259654 265985 0  283003 296189 291165 0  330171 327592 308910 0  377338 353863 320034 0  424505 375001 325353 0  471672 391008 325682 0  518840 401883 321836 0 
 0 0 0 0  45467.5 60272.7 71054.4 0  90935 115636 130998 0  136402 166088 180609 0  181870 211631 220663 0  227337 252264 251939 0  272805 287987 275213 0  318272 318800 291264 0  363740 344703 300867 0  409207 365696 304801 0  454675 381780 303843 0  500142 392953 298770 0 
 0 0 0 0  37009.5 50475.3 63582.1 0  74018.9 97001.3 118006 0  111028 139578 163895 0  148038 178205 201872 0  185047 212883 232560 0  222057 243612 256583 0  259066 270391 274561 0  296076 293221 287120 0  333085 312102 294882 0  370095 327033 298470 0  407104 338015 298506 0 
 0 0 0 0  40778 53763.3 64982.4 0  81555.9 103210 120200 0  122334 148341 166327 0  163112 189156 204039 0  203890 225654 234010 0  244668 257835 256917 0  285446 285701 273433 0  326224 309250 284234 0  367002 328483 289995 0  407780 343399 291390 0  448558 354000 289095 0 
 0 0 0 0  34892.3 47689.1 60772.7 0  69784.7 91680 112993 0  104677 131973 157244 0  139569 168567 194106 0  174462 201463 224162 0  209354 230661 247994 0  244246 256161 266182 0  279139 277962 279311 0  314031 296065 287960 0  348923 310470 292712 0  383816 321177 294149 0 
 0 0 0 0  33079.6 47880.1 61832.7 0  66159.1 92231.2 115193 0  99238.7 133053 160640 0  132318 170346 198734 0  165398 204110 230035 0  198477 234344 255104 0  231557 261050 274500 0  264636 284226 288782 0  297716 303874 298512 0  330796 319992 304249 0  363875 332581 306553 0 
 0 0 0 0  34381.4 51094.1 71147.8 0  68762.7 98431.5 133285 0  103144 142012 187012 0  137525 181836 232931 0  171907 217904 271644 0  206288 250214 303752 0  240670 278768 329855 0  275051 303566 350557 0  309432 324606 366457 0  343814 341890 378158 0  378195 355418 386261 0 
 0 0 0 0  46305.9 65961.5 90028.3 0  92611.8 126908 168312 0  138918 182839 235648 0  185224 233755 292835 0  231530 279655 340668 0  277836 320541 379946 0  324141 356411 411465 0  370447 387266 436023 0  416753 413106 454416 0  463059 433930 467443 0  509365 449739 475900 0 
 0 0 0 0  49199.1 66342 83631.6 0  98398.2 127315 155086 0  147597 182918 215219 0  196796 233152 264885 0  245995 278017 304939 0  295195 317512 336236 0  344394 351638 359631 0  393593 380395 375980 0  442792 403782 386137 0  491991 421800 390956 0  541190 434449 391295 0 
 0 0 0 0  40529.5 56635.3 74977.2 0  81058.9 108857 139767 0  121588 156664 195071 0  162118 200057 241593 0  202647 239036 280035 0  243177 273602 311101 0  283706 303753 335491 0  324236 329490 353911 0  364765 350813 367061 0  405295 367722 375645 0  445824 380218 380365 0 
 0 0 0 0  41360.2 55259 67015.3 0  82720.3 105984 123789 0  124081 152174 171044 0  165441 193830 209504 0  206801 230952 239889 0  248161 263540 262924 0  289521 291593 279331 0  330881 315112 289832 0  372242 334097 295150 0  413602 348547 296007 0  454962 358463 293127 0 
 0 0 0 0  37189.8 52441.6 60390 0  74379.7 100832 111188 0  111569 145172 153041 0  148759 185461 186596 0  185949 221699 212501 0  223139 253886 231402 0  260329 282022 243948 0  297519 306107 250785 0  334708 326141 252560 0  371898 342124 249920 0  409088 354057 243514 0 
 0 0 0 0  27389.4 38840 47114.3 0  54778.8 74731.1 87185.9 0  82168.2 107673 120684 0  109558 137667 148079 0  136947 164712 169839 0  164336 188807 186435 0  191726 209955 198335 0  219115 228153 206010 0  246504 243402 209928 0  273894 255703 210559 0  301283 265055 208372 0 
 0 0 0 0  32542.1 44095.9 50959.1 0  65084.2 84680.8 93806.7 0  97626.3 121755 129100 0  130168 155318 157396 0  162710 185369 179251 0  195253 211910 195224 0  227795 234940 205871 0  260337 254459 211748 0  292879 270467 213414 0  325421 282964 211426 0  357963 291949 206340 0 
 0 0 0 0  37124.5 50551.6 60677.1 0  74249.1 97120.2 112166 0  111374 139706 155094 0  148498 178308 190091 0  185623 212928 217784 0  222747 243565 238803 0  259872 270218 253776 0  296996 292889 263331 0  334121 311577 268097 0  371245 326281 268703 0  408370 337003 265777 0 
 0 0 0 0  23072.1 32657.9 44573.5 0  46144.2 62809 83216.9 0  69216.4 90453.3 116331 0  92288.5 115591 144317 0  115361 138222 167575 0  138433 158346 186506 0  161505 175963 201512 0  184577 191073 212993 0  207649 203677 221350 0  230721 213773 226984 0  253793 221363 230296 0 
 0 0 0 0  25938.7 34074.7 39200.1 0  51877.3 65321.8 72039.7 0  77816 93741.4 98969 0  103755 119333 120438 0  129693 142098 136897 0  155632 162035 148796 0  181571 179144 156585 0  207509 193426 160715 0  233448 204881 161635 0  259387 213508 159795 0  285325 219307 155647 0 
 0 0 0 0  30216.8 40688.6 45970.3 0  60433.6 78084.8 84487.6 0  90650.4 112189 116072 0  120867 143000 141245 0  151084 170519 160526 0  181301 194746 174437 0  211518 215680 183496 0  241734 233322 188226 0  271951 247672 189145 0  302168 258729 186776 0  332385 266494 181638 0 
 0 0 0 0  36436 50603.3 63082.6 0  72872 97214.5 116980 0  109308 139834 162327 0  145744 178460 199759 0  182180 213095 229912 0  218616 243738 253421 0  255052 270388 270920 0  291488 293046 283045 0  327924 311712 290432 0  364360 326386 293716 0  400796 337068 293531 0 
 0 0 0 0  36458.5 47775.8 56821.6 0  72917 91643 104917 0  109375 131602 144899 0  145834 167652 177379 0  182292 199793 202971 0  218751 228026 222286 0  255209 252350 235938 0  291668 272766 244539 0  328126 289273 248702 0  364585 301872 249038 0  401043 310562 246162 0 
 0 0 0 0  32875.1 43266.7 53291 0  65750.2 82965.4 98627.5 0  98625.3 119096 136573 0  131500 151659 167690 0  164376 180653 192543 0  197251 206080 211694 0  230126 227938 225708 0  263001 246229 235147 0  295876 260951 240575 0  328751 272105 242555 0  361626 279692 241651 0 
 0 0 0 0  33460.1 44630.5 51703.8 0  66920.2 85639.6 95204.8 0  100380 123027 131075 0  133840 156794 159884 0  167300 186939 182205 0  200761 213463 198610 0  234221 236366 209668 0  267681 255647 215952 0  301141 271308 218034 0  334601 283346 216484 0  368061 291764 211875 0 
 0 0 0 0  40506.2 54169.4 66547 0  81012.5 103932 123150 0  121519 149286 170506 0  162025 190234 209312 0  202531 226774 240266 0  243037 258907 264064 0  283544 286632 281405 0  324050 309951 292985 0  364556 328861 299502 0  405062 343365 301652 0  445569 353461 300134 0 
 0 0 0 0  34536.5 44172.8 52660.8 0  69073.1 84591.6 97050.5 0  103610 121256 133762 0  138146 154167 163390 0  172683 183324 186527 0  207219 208726 203766 0  241756 230375 215701 0  276292 248269 222926 0  310829 262410 226033 0  345365 272796 225617 0  379902 279428 222270 0 
 0 0 0 0  35188.2 49065 55090.1 0  70376.5 94308.9 101215 0  105565 135732 138982 0  140753 173333 168999 0  175941 207114 191876 0  211129 237073 208219 0  246318 263212 218637 0  281506 285529 223738 0  316694 304025 224129 0  351882 318700 220421 0  387071 329554 213219 0 
 0 0 0 0  38519.5 51535.5 56945.1 0  77039 98938.1 104471 0  115558 142208 143226 0  154078 181345 173859 0  192597 216349 197019 0  231117 247220 213355 0  269636 273959 223515 0  308156 296565 228149 0  346675 315037 227905 0  385195 329377 223432 0  423714 339584 215378 0 
 0 0 0 0  38042.5 49508 55558.3 0  76084.9 94936.5 101947 0  114127 136285 139807 0  152170 173555 169783 0  190212 206745 192514 0  228255 235855 208645 0  266297 260886 218818 0  304340 281838 223673 0  342382 298710 223854 0  380425 311502 220003 0  418467 320215 212762 0 
 0 0 0 0  39676.5 49805.6 58651.6 0  79353 95399.8 108141 0  119029 136783 149121 0  158706 173954 182247 0  198382 206914 208172 0  238059 235663 227550 0  277735 260200 241034 0  317412 280526 249280 0  357088 296640 252940 0  396765 308543 252669 0  436441 316235 249120 0 
 0 0 0 0  37710 47812.3 56267.3 0  75420 91588.6 103655 0  113130 131329 142796 0  150840 167034 174321 0  188550 198702 198864 0  226260 226335 217056 0  263970 249932 229530 0  301680 269493 236917 0  339390 285018 239850 0  377100 296507 238962 0  414810 303960 234883 0 
 0 0 0 0  39684.3 52348.7 63379.7 0  79368.5 100465 117131 0  119053 144348 161918 0  158737 183998 198408 0  198421 219416 227266 0  238106 250601 249157 0  277790 277553 264747 0  317474 300272 274701 0  357158 318759 279685 0  396843 333013 280365 0  436527 343034 277405 0 
 0 0 0 0  42909.9 57745.8 68865.2 0  85819.9 110875 127137 0  128730 159387 175545 0  171640 203282 214821 0  214550 242560 245695 0  257460 277221 268898 0  300370 307265 285160 0  343279 332692 295213 0  386189 353502 299786 0  429099 369696 299610 0  472009 381272 295416 0 
 0 0 0 0  40547.2 52103.8 58256.1 0  81094.3 99858.6 106833 0  121641 143264 146413 0  162189 182321 177681 0  202736 217029 201318 0  243283 247388 218009 0  283830 273398 228435 0  324377 295059 233282 0  364924 312371 233230 0  405472 325334 228965 0  446019 333948 221168 0 
 0 0 0 0  33471.3 46785.2 53958.6 0  66942.6 89994.7 99382.7 0  100414 129628 136840 0  133885 165687 166899 0  167357 198169 190128 0  200828 227076 207094 0  234299 252407 218366 0  267771 274162 224511 0  301242 292342 226098 0  334713 306946 223694 0  368185 317974 217868 0 
 0 0 0 0  38917.4 52860.7 60481.7 0  77834.8 101537 111266 0  116752 146028 153017 0  155670 186335 186397 0  194587 222457 212069 0  233505 254394 230696 0  272422 282146 242941 0  311339 305714 249468 0  350257 325097 250939 0  389174 340296 248017 0  428092 351309 241366 0 
 0 0 0 0  39636.8 55371.8 65731.3 0  79273.6 106498 121374 0  118910 153379 167601 0  158547 196015 205087 0  198184 234405 234506 0  237821 268550 256531 0  277458 298450 271837 0  317094 324104 281098 0  356731 345513 284988 0  396368 362677 284180 0  436005 375595 279349 0 
 0 0 0 0  40897.6 53135.9 59037.1 0  81795.2 101935 108297 0  122693 146398 148459 0  163590 186524 180200 0  204488 222313 204199 0  245386 253766 221135 0  286283 280882 231685 0  327181 303662 236529 0  368078 322104 236343 0  408976 336211 231808 0  449874 345980 223600 0 
 0 0 0 0  29365.3 40479.2 50713.2 0  58730.6 77833 94080.6 0  88096 112061 130596 0  117461 143164 160753 0  146827 171142 185047 0  176192 195994 203969 0  205557 217720 218016 0  234923 236322 227679 0  264288 251797 233455 0  293653 264148 235835 0  323019 273372 235314 0 
 0 0 0 0  31995.9 44504.8 52978.6 0  63991.8 85586.9 97934.6 0  95987.7 123246 135407 0  127984 157483 165936 0  159980 188298 190060 0  191975 215689 208318 0  223971 239659 221250 0  255967 260205 229395 0  287963 277329 233293 0  319959 291030 233482 0  351955 301309 230502 0 
 0 0 0 0  23924.9 34940 41943 0  47849.9 67273.1 77566.3 0  71774.8 96999.4 107288 0  95699.8 124119 131527 0  119625 148631 150702 0  143550 170537 165231 0  167475 189836 175532 0  191400 206527 182024 0  215324 220612 185125 0  239249 232091 185254 0  263174 240962 182829 0 
 0 0 0 0  29243.9 40389.1 53677.9 0  58487.7 77595.3 99930.9 0  87731.6 111619 139268 0  116975 142459 172198 0  146219 170117 199230 0  175463 194592 220873 0  204707 215884 237635 0  233951 233994 250027 0  263195 248920 258556 0  292439 260664 263732 0  321682 269225 266063 0 
 0 0 0 0  34911.6 48459.5 60836 0  69823.2 93130.7 112855 0  104735 134014 156660 0  139646 171108 192855 0  174558 204415 222042 0  209470 233933 244825 0  244381 259662 261807 0  279293 281604 273592 0  314204 299757 280782 0  349116 314122 283980 0  384027 324699 283791 0 
 0 0 0 0  32405.6 44231.4 54383.1 0  64811.3 84976.9 100744 0  97216.9 122237 139632 0  129623 156010 171601 0  162028 186298 197199 0  194434 213101 216980 0  226839 236417 231493 0  259245 256248 241290 0  291651 272592 246923 0  324056 285451 248941 0  356462 294824 247896 0 
 0 0 0 0  33305.1 44985.5 57637 0  66610.3 86406.6 107104 0  99915.4 124263 148964 0  133221 158556 183780 0  166526 189284 212114 0  199831 216447 234529 0  233136 240046 251589 0  266441 260081 263856 0  299746 276552 271893 0  333051 289458 276263 0  366356 298799 277528 0 
 0 0 0 0  30418.9 41604.7 57374.1 0  60837.9 79959.9 107321 0  91256.8 115066 150352 0  121676 146922 186978 0  152095 175528 217711 0  182514 200886 243063 0  212933 222993 263543 0  243352 241851 279665 0  273771 257460 291938 0  304189 269819 300875 0  334608 278929 306986 0 
 0 0 0 0  31672 43153 57823 0  63344.1 82935.1 107948 0  95016.1 119347 150904 0  126688 152387 187219 0  158360 182057 217421 0  190032 208356 242038 0  221704 231285 261598 0  253376 250842 276630 0  285048 267029 287661 0  316720 279845 295220 0  348392 289290 299835 0 
 0 0 0 0  30223.7 42660.6 55283.8 0  60447.4 82058.7 102872 0  90671.1 118194 143283 0  120895 151067 177037 0  151118 180678 204654 0  181342 207026 226653 0  211566 230112 243553 0  241790 249935 255875 0  272013 266495 264139 0  302237 279793 268862 0  332461 289829 270566 0 
 0 0 0 0  33839.2 47114.2 61349 0  67678.4 90628.9 114339 0  101518 130544 159536 0  135357 166860 197504 0  169196 199576 228809 0  203035 228693 254014 0  236874 254210 273686 0  270713 276128 288388 0  304553 294446 298687 0  338392 309165 305146 0  372231 320285 308331 0 
 0 0 0 0  35742.6 47464.1 59657.9 0  71485.1 91087.4 110604 0  107228 130870 153444 0  142970 166812 188782 0  178713 198913 217225 0  214455 227173 239378 0  250198 251593 255845 0  285940 272171 267233 0  321683 288910 274147 0  357426 301807 277191 0  393168 310863 276972 0 
 0 0 0 0  43110.3 56838 66307.9 0  86220.5 109019 122151 0  129331 156544 168263 0  172441 199411 205378 0  215551 237622 234230 0  258662 271176 255553 0  301772 300073 270082 0  344882 324313 278550 0  387992 343897 281691 0  431103 358823 280240 0  474213 369093 274930 0 
 0 0 0 0  32592.5 46052.4 57049.2 0  65185 88564.9 105732 0  97777.5 127537 146613 0  130370 162970 180257 0  162962 194863 207230 0  195555 223215 228097 0  228147 248028 243422 0  260740 269301 253772 0  293332 287034 259710 0  325925 301226 261803 0  358517 311879 260614 0 
 0 0 0 0  45307.3 58386.5 66500.4 0  90614.5 111899 122148 0  135922 160538 167711 0  181229 204302 203955 0  226536 243193 231647 0  271844 277210 251556 0  317151 306353 264448 0  362458 330622 271090 0  407765 350017 272250 0  453073 364538 268694 0  498380 374185 261190 0 
 0 0 0 0  52337.7 67768.3 77716.8 0  104675 129950 142948 0  157013 186544 196567 0  209351 237552 239451 0  261688 282973 272473 0  314026 322807 296509 0  366364 357054 312434 0  418701 385714 321122 0  471039 408787 323449 0  523377 426273 320289 0  575714 438173 312519 0 
 0 0 0 0  48155.3 64567.5 72937.4 0  96310.6 123931 133912 0  144466 178092 183750 0  192621 227048 223280 0  240777 270801 253327 0  288932 309351 274719 0  337087 342697 288283 0  385242 370839 294846 0  433398 393778 295235 0  481553 411513 290276 0  529708 424044 280797 0 
