Virgin_Spawning_Biomass Spawning_Biomass_1971  SpBiom_2004_1 SpBiom_2005_1 SpBiom_2006_1 SpBiom_2007_1  SpBiom_2004_2 SpBiom_2005_2 SpBiom_2006_2 SpBiom_2007_2  SpBiom_2004_3 SpBiom_2005_3 SpBiom_2006_3 SpBiom_2007_3  SpBiom_2004_4 SpBiom_2005_4 SpBiom_2006_4 SpBiom_2007_4  SpBiom_2004_5 SpBiom_2005_5 SpBiom_2006_5 SpBiom_2007_5  SpBiom_2004_6 SpBiom_2005_6 SpBiom_2006_6 SpBiom_2007_6  SpBiom_2004_7 SpBiom_2005_7 SpBiom_2006_7 SpBiom_2007_7  SpBiom_2004_8 SpBiom_2005_8 SpBiom_2006_8 SpBiom_2007_8  SpBiom_2004_9 SpBiom_2005_9 SpBiom_2006_9 SpBiom_2007_9  SpBiom_2004_10 SpBiom_2005_10 SpBiom_2006_10 SpBiom_2007_10  SpBiom_2004_11 SpBiom_2005_11 SpBiom_2006_11 SpBiom_2007_11  SpBiom_2004_12 SpBiom_2005_12 SpBiom_2006_12 SpBiom_2007_12  
8.39642e+006 1.49585e+006  1.04869e+006 1.27058e+006 1.62673e+006 2.34206e+006  1.04869e+006 1.22513e+006 1.51412e+006 2.14681e+006  1.04869e+006 1.17967e+006 1.40627e+006 1.96771e+006  1.04869e+006 1.13421e+006 1.3032e+006 1.80401e+006  1.04869e+006 1.08875e+006 1.2049e+006 1.65497e+006  1.04869e+006 1.0433e+006 1.11137e+006 1.51986e+006  1.04869e+006 997838 1.02261e+006 1.39793e+006  1.04869e+006 952381 938617 1.28843e+006  1.04869e+006 906924 859400 1.19064e+006  1.04869e+006 861466 784954 1.10382e+006  1.04869e+006 816009 715279 1.02721e+006  1.04869e+006 770551 650376 960084 
9.6152e+006 1.40694e+006  903341 1.07251e+006 1.39159e+006 1.93075e+006  903341 1.03481e+006 1.29476e+006 1.76162e+006  903341 997111 1.20196e+006 1.60649e+006  903341 959414 1.1132e+006 1.46472e+006  903341 921717 1.02847e+006 1.33568e+006  903341 884019 947780 1.21874e+006  903341 846322 871122 1.11327e+006  903341 808625 798499 1.01862e+006  903341 770928 729910 934167  903341 733230 665355 859273  903341 695533 604835 793304  903341 657836 548350 735626 
8.85668e+006 1.48443e+006  755959 926962 1.16149e+006 1.59864e+006  755959 891682 1.07696e+006 1.45428e+006  755959 856403 996141 1.32213e+006  755959 821124 919039 1.20163e+006  755959 785844 845653 1.0922e+006  755959 750565 775983 993263  755959 715285 710029 904247  755959 680006 647790 824576  755959 644726 589268 753674  755959 609447 534461 690967  755959 574168 483370 635880  755959 538888 435995 587838 
8.45754e+006 1.40913e+006  1.13275e+006 1.33397e+006 1.55742e+006 1.69275e+006  1.13275e+006 1.28161e+006 1.4362e+006 1.49529e+006  1.13275e+006 1.22925e+006 1.32042e+006 1.31529e+006  1.13275e+006 1.17689e+006 1.21007e+006 1.15192e+006  1.13275e+006 1.12453e+006 1.10517e+006 1.00435e+006  1.13275e+006 1.07217e+006 1.0057e+006 871739  1.13275e+006 1.0198e+006 911664 753260  1.13275e+006 967443 823067 648080  1.13275e+006 915082 739907 555366  1.13275e+006 862721 662184 474284  1.13275e+006 810361 589898 404004  1.13275e+006 758000 523048 343691 
8.45396e+006 1.35906e+006  918885 1.09168e+006 1.23886e+006 1.58055e+006  918885 1.04815e+006 1.13893e+006 1.41762e+006  918885 1.00463e+006 1.04353e+006 1.26917e+006  918885 961101 952683 1.1345e+006  918885 917574 866374 1.01293e+006  918885 874046 784607 903747  918885 830519 707381 806260  918885 786992 634698 719769  918885 743465 566555 643579  918885 699938 502955 576991  918885 656411 443896 519309  918885 612884 389379 469835 
7.63743e+006 1.24061e+006  895027 1.05625e+006 1.24486e+006 1.35964e+006  895027 1.01589e+006 1.15042e+006 1.20467e+006  895027 975525 1.06016e+006 1.06324e+006  895027 935161 974065 934693  895027 894797 892140 818405  895027 854434 814384 713734  895027 814070 740797 620041  895027 773706 671380 536689  895027 733343 606132 463038  895027 692979 545053 398451  895027 652615 488144 342290  895027 612252 435403 293916 
1.00414e+007 1.43774e+006  776917 940738 1.09587e+006 1.56668e+006  776917 904565 1.01062e+006 1.42414e+006  776917 868393 929168 1.29397e+006  776917 832221 851513 1.17559e+006  776917 796048 777656 1.0684e+006  776917 759876 707597 971825  776917 723704 641335 885270  776917 687531 578871 808151  776917 651359 520204 739880  776917 615186 465335 679871  776917 579014 414264 627536  776917 542842 366991 582288 
1.06367e+007 1.33795e+006  924631 1.07595e+006 1.21198e+006 1.50688e+006  924631 1.03306e+006 1.11264e+006 1.3456e+006  924631 990163 1.01781e+006 1.19875e+006  924631 947268 927469 1.06565e+006  924631 904373 841633 945602  924631 861478 760297 837909  924631 818582 683461 741879  924631 775687 611125 656820  924631 732792 543289 582037  924631 689897 479953 516837  924631 647002 421117 460527  924631 604107 366781 412413 
9.93482e+006 1.29218e+006  1.06961e+006 1.25668e+006 1.39482e+006 1.78364e+006  1.06961e+006 1.20597e+006 1.27706e+006 1.59269e+006  1.06961e+006 1.15526e+006 1.16468e+006 1.419e+006  1.06961e+006 1.10454e+006 1.05769e+006 1.26173e+006  1.06961e+006 1.05383e+006 956085 1.12005e+006  1.06961e+006 1.00311e+006 859864 993125  1.06961e+006 952396 769028 880122  1.06961e+006 901682 683576 780206  1.06961e+006 850967 603509 692541  1.06961e+006 800252 528827 616293  1.06961e+006 749538 459529 550628  1.06961e+006 698823 395617 494712 
1.04578e+007 1.40004e+006  1.16453e+006 1.38623e+006 1.7595e+006 2.11218e+006  1.16453e+006 1.33073e+006 1.62962e+006 1.89468e+006  1.16453e+006 1.27523e+006 1.50559e+006 1.69604e+006  1.16453e+006 1.21972e+006 1.38741e+006 1.51537e+006  1.16453e+006 1.16422e+006 1.27507e+006 1.35175e+006  1.16453e+006 1.10872e+006 1.16858e+006 1.20428e+006  1.16453e+006 1.05322e+006 1.06794e+006 1.07206e+006  1.16453e+006 997714 973146 954176  1.16453e+006 942212 884199 849733  1.16453e+006 886710 801099 757822  1.16453e+006 831208 723847 677540  1.16453e+006 775705 652443 607982 
1.04687e+007 1.29978e+006  1.04235e+006 1.28648e+006 1.62991e+006 1.96204e+006  1.04235e+006 1.23633e+006 1.512e+006 1.76346e+006  1.04235e+006 1.18618e+006 1.39937e+006 1.58196e+006  1.04235e+006 1.13602e+006 1.292e+006 1.41671e+006  1.04235e+006 1.08587e+006 1.18991e+006 1.26691e+006  1.04235e+006 1.03572e+006 1.09309e+006 1.13173e+006  1.04235e+006 985568 1.00154e+006 1.01037e+006  1.04235e+006 935415 915254 902013  1.04235e+006 885263 834243 805839  1.04235e+006 835111 758503 721036  1.04235e+006 784959 688033 646790  1.04235e+006 734807 622834 582287 
1.03847e+007 1.46201e+006  981596 1.17102e+006 1.5032e+006 3.40977e+006  981596 1.12869e+006 1.39898e+006 3.22278e+006  981596 1.08635e+006 1.29919e+006 3.05075e+006  981596 1.04401e+006 1.20383e+006 2.89298e+006  981596 1.00167e+006 1.1129e+006 2.7488e+006  981596 959330 1.02639e+006 2.6175e+006  981596 916991 944323 2.49842e+006  981596 874652 866682 2.39085e+006  981596 832313 793470 2.29411e+006  981596 789974 724689 2.20752e+006  981596 747635 660338 2.13039e+006  981596 705296 600416 2.06203e+006 
1.02963e+007 1.50821e+006  849704 988968 1.30371e+006 1.97104e+006  849704 952149 1.21369e+006 1.81504e+006  849704 915331 1.12754e+006 1.672e+006  849704 878512 1.04525e+006 1.54132e+006  849704 841693 966819 1.42239e+006  849704 804875 892252 1.31461e+006  849704 768056 821547 1.21739e+006  849704 731238 754705 1.13012e+006  849704 694419 691725 1.0522e+006  849704 657601 632607 983043  849704 620782 577352 922036  849704 583963 525959 868582 
1.00325e+007 1.48066e+006  841111 963862 1.27737e+006 1.66272e+006  841111 928176 1.19113e+006 1.51489e+006  841111 892490 1.10856e+006 1.37933e+006  841111 856805 1.02965e+006 1.25546e+006  841111 821119 954410 1.14274e+006  841111 785433 882835 1.04058e+006  841111 749747 814926 948437  841111 714061 750684 865734  841111 678375 690107 791910  841111 642689 633197 726400  841111 607003 579953 668639  841111 571318 530376 618063 
1.05235e+007 1.34403e+006  1.03104e+006 1.16053e+006 1.43576e+006 2.07729e+006  1.03104e+006 1.11382e+006 1.32663e+006 1.89576e+006  1.03104e+006 1.06711e+006 1.22239e+006 1.73003e+006  1.03104e+006 1.02039e+006 1.12307e+006 1.57934e+006  1.03104e+006 973685 1.02865e+006 1.44294e+006  1.03104e+006 926974 939131 1.32008e+006  1.03104e+006 880264 854520 1.20999e+006  1.03104e+006 833554 774814 1.11192e+006  1.03104e+006 786844 700013 1.02512e+006  1.03104e+006 740134 630117 948830  1.03104e+006 693423 565126 882289  1.03104e+006 646713 505041 824746 
1.03838e+007 1.37898e+006  1.22353e+006 1.38502e+006 1.60855e+006 2.19703e+006  1.22353e+006 1.33105e+006 1.48106e+006 1.98658e+006  1.22353e+006 1.27708e+006 1.35922e+006 1.7946e+006  1.22353e+006 1.2231e+006 1.24303e+006 1.6202e+006  1.22353e+006 1.16913e+006 1.13248e+006 1.46251e+006  1.22353e+006 1.11516e+006 1.02758e+006 1.32067e+006  1.22353e+006 1.06119e+006 928330 1.1938e+006  1.22353e+006 1.00721e+006 834722 1.08102e+006  1.22353e+006 953242 746760 981472  1.22353e+006 899270 664445 894270  1.22353e+006 845297 587776 818545  1.22353e+006 791325 516754 753426 
9.91307e+006 1.4034e+006  1.14622e+006 1.27904e+006 1.61886e+006 1.84891e+006  1.14622e+006 1.2262e+006 1.49789e+006 1.65137e+006  1.14622e+006 1.17336e+006 1.38241e+006 1.47127e+006  1.14622e+006 1.12052e+006 1.27244e+006 1.30775e+006  1.14622e+006 1.06768e+006 1.16796e+006 1.15998e+006  1.14622e+006 1.01484e+006 1.06899e+006 1.02712e+006  1.14622e+006 961995 975506 908318  1.14622e+006 909154 887525 802739  1.14622e+006 856312 805042 709539  1.14622e+006 803471 728058 627877  1.14622e+006 750629 656573 556911  1.14622e+006 697788 590586 495797 
1.00225e+007 1.34704e+006  890733 1.00791e+006 1.4161e+006 1.67665e+006  890733 967259 1.32005e+006 1.51431e+006  890733 926611 1.22829e+006 1.36582e+006  890733 885963 1.1408e+006 1.23053e+006  890733 845315 1.0576e+006 1.10776e+006  890733 804667 978668 996866  890733 764019 904019 897177  890733 723371 833649 808034  890733 682723 767558 728775  890733 642075 705746 658740  890733 601427 648212 597265  890733 560779 594958 543691 
1.00712e+007 1.2379e+006  1.25996e+006 1.42281e+006 1.99264e+006 2.48249e+006  1.25996e+006 1.36702e+006 1.85925e+006 2.25549e+006  1.25996e+006 1.31124e+006 1.73171e+006 2.04762e+006  1.25996e+006 1.25545e+006 1.61001e+006 1.85796e+006  1.25996e+006 1.19966e+006 1.49416e+006 1.68563e+006  1.25996e+006 1.14388e+006 1.38414e+006 1.52972e+006  1.25996e+006 1.08809e+006 1.27997e+006 1.38932e+006  1.25996e+006 1.0323e+006 1.18164e+006 1.26354e+006  1.25996e+006 976518 1.08916e+006 1.15147e+006  1.25996e+006 920732 1.00252e+006 1.05221e+006  1.25996e+006 864946 921718 964869  1.25996e+006 809159 846761 888533 
1.04477e+007 1.31672e+006  897508 1.02405e+006 1.29887e+006 1.57874e+006  897508 983236 1.20292e+006 1.4198e+006  897508 942419 1.11127e+006 1.27473e+006  897508 901603 1.02392e+006 1.14288e+006  897508 860786 940856 1.02359e+006  897508 819969 862094 916180  897508 779153 787627 819999  897508 738336 717458 734381  897508 697520 651585 658662  897508 656703 590008 592181  897508 615887 532729 534274  897508 575070 479745 484276 
1.05916e+007 1.30654e+006  880818 1.03308e+006 1.53623e+006 1.76287e+006  880818 993623 1.44074e+006 1.5978e+006  880818 954161 1.3494e+006 1.44639e+006  880818 914699 1.2622e+006 1.30799e+006  880818 875237 1.17914e+006 1.18197e+006  880818 835775 1.10023e+006 1.06769e+006  880818 796313 1.02546e+006 964492  880818 756851 954827 871751  880818 717389 888339 788822  880818 677927 825993 715065  880818 638466 767789 649839  880818 599004 713728 592503 
1.04621e+007 1.20638e+006  1.28551e+006 1.51669e+006 2.25678e+006 2.8206e+006  1.28551e+006 1.45639e+006 2.11491e+006 2.57573e+006  1.28551e+006 1.3961e+006 1.97934e+006 2.35114e+006  1.28551e+006 1.3358e+006 1.85007e+006 2.14583e+006  1.28551e+006 1.2755e+006 1.72709e+006 1.95886e+006  1.28551e+006 1.21521e+006 1.6104e+006 1.78926e+006  1.28551e+006 1.15491e+006 1.50002e+006 1.63605e+006  1.28551e+006 1.09461e+006 1.39593e+006 1.49828e+006  1.28551e+006 1.03431e+006 1.29814e+006 1.37497e+006  1.28551e+006 974016 1.20665e+006 1.26517e+006  1.28551e+006 913719 1.12145e+006 1.1679e+006  1.28551e+006 853422 1.04255e+006 1.08219e+006 
9.4909e+006 1.28348e+006  1.36234e+006 1.58552e+006 2.33964e+006 2.72518e+006  1.36234e+006 1.52123e+006 2.18911e+006 2.46734e+006  1.36234e+006 1.45694e+006 2.04533e+006 2.23115e+006  1.36234e+006 1.39265e+006 1.90831e+006 2.01555e+006  1.36234e+006 1.32836e+006 1.77803e+006 1.81951e+006  1.36234e+006 1.26407e+006 1.6545e+006 1.642e+006  1.36234e+006 1.19978e+006 1.53773e+006 1.48197e+006  1.36234e+006 1.13549e+006 1.42771e+006 1.33839e+006  1.36234e+006 1.0712e+006 1.32443e+006 1.21021e+006  1.36234e+006 1.00691e+006 1.22791e+006 1.09641e+006  1.36234e+006 942615 1.13814e+006 995941  1.36234e+006 878325 1.05512e+006 907764 
1.0519e+007 1.31243e+006  1.27078e+006 1.48652e+006 1.85529e+006 5.0313e+006  1.27078e+006 1.42513e+006 1.71417e+006 4.78229e+006  1.27078e+006 1.36374e+006 1.57953e+006 4.55384e+006  1.27078e+006 1.30235e+006 1.45139e+006 4.34494e+006  1.27078e+006 1.24096e+006 1.32973e+006 4.1546e+006  1.27078e+006 1.17957e+006 1.21456e+006 3.98181e+006  1.27078e+006 1.11818e+006 1.10588e+006 3.82557e+006  1.27078e+006 1.05679e+006 1.00368e+006 3.68489e+006  1.27078e+006 995397 907976 3.55877e+006  1.27078e+006 934007 818757 3.4462e+006  1.27078e+006 872617 736025 3.34619e+006  1.27078e+006 811227 659780 3.25773e+006 
9.35442e+006 1.33155e+006  1.12572e+006 1.38038e+006 1.88374e+006 2.46223e+006  1.12572e+006 1.32728e+006 1.7566e+006 2.24264e+006  1.12572e+006 1.27418e+006 1.63508e+006 2.04142e+006  1.12572e+006 1.22107e+006 1.51917e+006 1.85772e+006  1.12572e+006 1.16797e+006 1.40888e+006 1.69065e+006  1.12572e+006 1.11487e+006 1.3042e+006 1.53935e+006  1.12572e+006 1.06177e+006 1.20513e+006 1.40295e+006  1.12572e+006 1.00866e+006 1.11168e+006 1.28058e+006  1.12572e+006 955561 1.02384e+006 1.17136e+006  1.12572e+006 902458 941616 1.07444e+006  1.12572e+006 849356 865005 988933  1.12572e+006 796253 794008 913978 
8.52915e+006 1.32001e+006  836768 1.00554e+006 1.70774e+006 2.53824e+006  836768 967441 1.6133e+006 2.36382e+006  836768 929341 1.52288e+006 2.20285e+006  836768 891242 1.4365e+006 2.0547e+006  836768 853142 1.35415e+006 1.91874e+006  836768 815042 1.27582e+006 1.79436e+006  836768 776943 1.20153e+006 1.68092e+006  836768 738843 1.13127e+006 1.5778e+006  836768 700744 1.06503e+006 1.48438e+006  836768 662644 1.00283e+006 1.40004e+006  836768 624544 944653 1.32415e+006  836768 586445 890508 1.25608e+006 
7.3722e+006 1.38834e+006  1.1013e+006 1.26517e+006 1.75912e+006 2.44402e+006  1.1013e+006 1.21778e+006 1.64642e+006 2.25083e+006  1.1013e+006 1.17039e+006 1.53858e+006 2.07354e+006  1.1013e+006 1.12299e+006 1.43558e+006 1.9114e+006  1.1013e+006 1.0756e+006 1.33743e+006 1.76368e+006  1.1013e+006 1.02821e+006 1.24413e+006 1.62964e+006  1.1013e+006 980823 1.15568e+006 1.50854e+006  1.1013e+006 933433 1.07207e+006 1.39964e+006  1.1013e+006 886043 993315 1.30221e+006  1.1013e+006 838652 919405 1.2155e+006  1.1013e+006 791262 850342 1.13877e+006  1.1013e+006 743871 786128 1.07129e+006 
7.5958e+006 1.48844e+006  1.05177e+006 1.24698e+006 1.64398e+006 1.83575e+006  1.05177e+006 1.19852e+006 1.52996e+006 1.64414e+006  1.05177e+006 1.15005e+006 1.421e+006 1.46891e+006  1.05177e+006 1.10159e+006 1.31709e+006 1.30929e+006  1.05177e+006 1.05313e+006 1.21824e+006 1.16449e+006  1.05177e+006 1.00466e+006 1.12445e+006 1.03373e+006  1.05177e+006 956198 1.03571e+006 916251  1.05177e+006 907735 952034 811263  1.05177e+006 859271 873414 717993  1.05177e+006 810807 799850 635664  1.05177e+006 762344 731344 563499  1.05177e+006 713880 667895 500720 
6.98845e+006 1.36222e+006  1.15202e+006 1.39427e+006 2.53663e+006 2.8671e+006  1.15202e+006 1.34354e+006 2.41078e+006 2.6363e+006  1.15202e+006 1.29281e+006 2.29016e+006 2.42305e+006  1.15202e+006 1.24209e+006 2.17477e+006 2.22654e+006  1.15202e+006 1.19136e+006 2.06462e+006 2.04597e+006  1.15202e+006 1.14063e+006 1.95971e+006 1.88053e+006  1.15202e+006 1.0899e+006 1.86002e+006 1.72943e+006  1.15202e+006 1.03918e+006 1.76558e+006 1.59186e+006  1.15202e+006 988447 1.67636e+006 1.46702e+006  1.15202e+006 937719 1.59238e+006 1.3541e+006  1.15202e+006 886991 1.51364e+006 1.25231e+006  1.15202e+006 836263 1.44013e+006 1.16084e+006 
7.25159e+006 1.37785e+006  960334 1.23004e+006 1.76984e+006 2.11703e+006  960334 1.18762e+006 1.66582e+006 1.93269e+006  960334 1.1452e+006 1.56613e+006 1.7629e+006  960334 1.10278e+006 1.47077e+006 1.607e+006  960334 1.06036e+006 1.37973e+006 1.46433e+006  960334 1.01794e+006 1.29302e+006 1.33423e+006  960334 975515 1.21064e+006 1.21604e+006  960334 933094 1.13258e+006 1.1091e+006  960334 890672 1.05885e+006 1.01275e+006  960334 848251 989443 926328  960334 805830 924364 849172  960334 763409 863612 780623 
7.05214e+006 1.35947e+006  1.20409e+006 1.50264e+006 2.02686e+006 2.69684e+006  1.20409e+006 1.45088e+006 1.90071e+006 2.47522e+006  1.20409e+006 1.39912e+006 1.77979e+006 2.27121e+006  1.20409e+006 1.34735e+006 1.66409e+006 2.08401e+006  1.20409e+006 1.29559e+006 1.55362e+006 1.91282e+006  1.20409e+006 1.24383e+006 1.44837e+006 1.75684e+006  1.20409e+006 1.19207e+006 1.34834e+006 1.61528e+006  1.20409e+006 1.14031e+006 1.25354e+006 1.48735e+006  1.20409e+006 1.08855e+006 1.16397e+006 1.37225e+006  1.20409e+006 1.03679e+006 1.07962e+006 1.26918e+006  1.20409e+006 985028 1.00049e+006 1.17735e+006  1.20409e+006 933267 926594 1.09596e+006 
6.7704e+006 1.41046e+006  995765 1.30129e+006 1.77104e+006 2.1792e+006  995765 1.2562e+006 1.65969e+006 1.98292e+006  995765 1.21111e+006 1.55302e+006 1.80243e+006  995765 1.16602e+006 1.45104e+006 1.63703e+006  995765 1.12093e+006 1.35373e+006 1.48598e+006  995765 1.07584e+006 1.2611e+006 1.34858e+006  995765 1.03075e+006 1.17315e+006 1.22409e+006  995765 985664 1.08989e+006 1.11179e+006  995765 940574 1.0113e+006 1.01097e+006  995765 895484 937394 920904  995765 850394 868168 840865  995765 805303 803623 770136 
7.03738e+006 1.38477e+006  1.05048e+006 1.3299e+006 1.90501e+006 2.23578e+006  1.05048e+006 1.28088e+006 1.78767e+006 2.03083e+006  1.05048e+006 1.23186e+006 1.67538e+006 1.84246e+006  1.05048e+006 1.18283e+006 1.56815e+006 1.66988e+006  1.05048e+006 1.13381e+006 1.46596e+006 1.51232e+006  1.05048e+006 1.08479e+006 1.36883e+006 1.36903e+006  1.05048e+006 1.03577e+006 1.27675e+006 1.23923e+006  1.05048e+006 986746 1.18973e+006 1.12214e+006  1.05048e+006 937724 1.10775e+006 1.01699e+006  1.05048e+006 888702 1.03083e+006 923029  1.05048e+006 839681 958964 839470  1.05048e+006 790659 892147 765545 
6.47606e+006 1.38983e+006  1.14609e+006 1.44688e+006 2.08469e+006 2.36623e+006  1.14609e+006 1.39299e+006 1.9549e+006 2.13956e+006  1.14609e+006 1.3391e+006 1.83072e+006 1.93133e+006  1.14609e+006 1.28521e+006 1.71213e+006 1.74068e+006  1.14609e+006 1.23132e+006 1.59916e+006 1.56674e+006  1.14609e+006 1.17743e+006 1.49178e+006 1.40867e+006  1.14609e+006 1.12354e+006 1.39001e+006 1.2656e+006  1.14609e+006 1.06965e+006 1.29384e+006 1.13667e+006  1.14609e+006 1.01576e+006 1.20328e+006 1.02102e+006  1.14609e+006 961872 1.11832e+006 917799  1.14609e+006 907983 1.03896e+006 826137  1.14609e+006 854093 965211 745179 
6.82714e+006 1.38971e+006  1.12589e+006 1.36482e+006 1.64241e+006 1.90782e+006  1.12589e+006 1.31226e+006 1.51963e+006 1.70426e+006  1.12589e+006 1.25971e+006 1.40232e+006 1.51836e+006  1.12589e+006 1.20715e+006 1.29046e+006 1.34928e+006  1.12589e+006 1.1546e+006 1.18407e+006 1.19619e+006  1.12589e+006 1.10204e+006 1.08315e+006 1.05824e+006  1.12589e+006 1.04949e+006 987683 934605  1.12589e+006 996931 897682 824441  1.12589e+006 944376 813145 726912  1.12589e+006 891821 734070 641180  1.12589e+006 839265 660458 566407  1.12589e+006 786710 592310 501755 
7.03484e+006 1.35787e+006  1.3993e+006 1.61915e+006 1.88135e+006 2.49423e+006  1.3993e+006 1.55188e+006 1.72908e+006 2.24684e+006  1.3993e+006 1.4846e+006 1.58386e+006 2.02155e+006  1.3993e+006 1.41732e+006 1.44566e+006 1.81729e+006  1.3993e+006 1.35005e+006 1.31451e+006 1.63298e+006  1.3993e+006 1.28277e+006 1.19039e+006 1.46754e+006  1.3993e+006 1.21549e+006 1.07331e+006 1.3199e+006  1.3993e+006 1.14822e+006 963270 1.18897e+006  1.3993e+006 1.08094e+006 860264 1.07368e+006  1.3993e+006 1.01366e+006 764295 972946  1.3993e+006 946387 675363 885698  1.3993e+006 879111 593467 810853 
8.16649e+006 1.37762e+006  989196 1.20588e+006 1.41817e+006 1.77126e+006  989196 1.1612e+006 1.312e+006 1.59338e+006  989196 1.11653e+006 1.21045e+006 1.43073e+006  989196 1.07186e+006 1.11353e+006 1.28261e+006  989196 1.02719e+006 1.02123e+006 1.1483e+006  989196 982523 933547 1.02709e+006  989196 937852 850488 918269  989196 893181 772051 821132  989196 848511 698236 734965  989196 803840 629043 659057  989196 759170 564471 592698  989196 714499 504521 535176 
9.63726e+006 1.32277e+006  1.36887e+006 1.62576e+006 1.85214e+006 2.03405e+006  1.36887e+006 1.56798e+006 1.71294e+006 1.80189e+006  1.36887e+006 1.5102e+006 1.57965e+006 1.58962e+006  1.36887e+006 1.45243e+006 1.45227e+006 1.39632e+006  1.36887e+006 1.39465e+006 1.3308e+006 1.22108e+006  1.36887e+006 1.33687e+006 1.21524e+006 1.063e+006  1.36887e+006 1.27909e+006 1.10559e+006 921159  1.36887e+006 1.22131e+006 1.00186e+006 794648  1.36887e+006 1.16353e+006 904033 682557  1.36887e+006 1.10576e+006 812120 583973  1.36887e+006 1.04798e+006 726117 497987  1.36887e+006 990199 646025 423686 
